Dataset,Full name dataset,CxG link,h5ad link,Reference_DOI,Bionetworks reference,Bionetworks reference,Standard category cell_type present? (T/F),Author Category Cell Type Field Name,Content,Value type(s),Notes,Study Short Name,CxG Dataset Collection,Is the dataset Normal or Normal/Diseased,Stage
Shared and distinct transcriptomic cell types across neocortical areas,Shared and distinct transcriptomic cell types across neocortical areas,https://cellxgene.cziscience.com/e/28c696bb-9549-434b-9340-dc745a846f9a.cxg/,https://datasets.cellxgene.cziscience.com/7ac1b9e2-91f8-4a62-93a8-54638f2e618e.h5ad,https://doi.org/10.1038/s41586-018-0654-5,,T,T,library_prep_set,other,abbreviations,,Tasic et al. (2018) Nature,https://cellxgene.cziscience.com/collections/45f0f67d-4b69-4a3c-a4e8-a63b962e843f,Normal,Adult
Shared and distinct transcriptomic cell types across neocortical areas,Shared and distinct transcriptomic cell types across neocortical areas,https://cellxgene.cziscience.com/e/28c696bb-9549-434b-9340-dc745a846f9a.cxg/,https://datasets.cellxgene.cziscience.com/7ac1b9e2-91f8-4a62-93a8-54638f2e618e.h5ad,https://doi.org/10.1038/s41586-018-0654-5,,T,T,reporter_lines,other,abbreviations,,Tasic et al. (2018) Nature,https://cellxgene.cziscience.com/collections/45f0f67d-4b69-4a3c-a4e8-a63b962e843f,Normal,Adult
Shared and distinct transcriptomic cell types across neocortical areas,Shared and distinct transcriptomic cell types across neocortical areas,https://cellxgene.cziscience.com/e/28c696bb-9549-434b-9340-dc745a846f9a.cxg/,https://datasets.cellxgene.cziscience.com/7ac1b9e2-91f8-4a62-93a8-54638f2e618e.h5ad,https://doi.org/10.1038/s41586-018-0654-5,,T,T,rna_amplification_pcr_cycles,other,abbreviations,,Tasic et al. (2018) Nature,https://cellxgene.cziscience.com/collections/45f0f67d-4b69-4a3c-a4e8-a63b962e843f,Normal,Adult
Shared and distinct transcriptomic cell types across neocortical areas,Shared and distinct transcriptomic cell types across neocortical areas,https://cellxgene.cziscience.com/e/28c696bb-9549-434b-9340-dc745a846f9a.cxg/,https://datasets.cellxgene.cziscience.com/7ac1b9e2-91f8-4a62-93a8-54638f2e618e.h5ad,https://doi.org/10.1038/s41586-018-0654-5,,T,T,rna_amplification_set,other,abbreviations,,Tasic et al. (2018) Nature,https://cellxgene.cziscience.com/collections/45f0f67d-4b69-4a3c-a4e8-a63b962e843f,Normal,Adult
Shared and distinct transcriptomic cell types across neocortical areas,Shared and distinct transcriptomic cell types across neocortical areas,https://cellxgene.cziscience.com/e/28c696bb-9549-434b-9340-dc745a846f9a.cxg/,https://datasets.cellxgene.cziscience.com/7ac1b9e2-91f8-4a62-93a8-54638f2e618e.h5ad,https://doi.org/10.1038/s41586-018-0654-5,,T,T,seq_batch,other,abbreviations,,Tasic et al. (2018) Nature,https://cellxgene.cziscience.com/collections/45f0f67d-4b69-4a3c-a4e8-a63b962e843f,Normal,Adult
Shared and distinct transcriptomic cell types across neocortical areas,Shared and distinct transcriptomic cell types across neocortical areas,https://cellxgene.cziscience.com/e/28c696bb-9549-434b-9340-dc745a846f9a.cxg/,https://datasets.cellxgene.cziscience.com/7ac1b9e2-91f8-4a62-93a8-54638f2e618e.h5ad,https://doi.org/10.1038/s41586-018-0654-5,,T,T,seq_tube,other,abbreviations,,Tasic et al. (2018) Nature,https://cellxgene.cziscience.com/collections/45f0f67d-4b69-4a3c-a4e8-a63b962e843f,Normal,Adult
Brain non-myeloid cells - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/66ff82b4-9380-469c-bc4b-cfa08eacd325.cxg/,https://datasets.cellxgene.cziscience.com/0054013c-290b-437e-b98e-642aa77d6ebc.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,free_annotation,cell types,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
Brain non-myeloid cells - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/66ff82b4-9380-469c-bc4b-cfa08eacd325.cxg/,https://datasets.cellxgene.cziscience.com/0054013c-290b-437e-b98e-642aa77d6ebc.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,FACS.selection,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
Brain non-myeloid cells - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/66ff82b4-9380-469c-bc4b-cfa08eacd325.cxg/,https://datasets.cellxgene.cziscience.com/0054013c-290b-437e-b98e-642aa77d6ebc.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,age,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
Brain non-myeloid cells - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/66ff82b4-9380-469c-bc4b-cfa08eacd325.cxg/,https://datasets.cellxgene.cziscience.com/0054013c-290b-437e-b98e-642aa77d6ebc.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,cell,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
Brain non-myeloid cells - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/66ff82b4-9380-469c-bc4b-cfa08eacd325.cxg/,https://datasets.cellxgene.cziscience.com/0054013c-290b-437e-b98e-642aa77d6ebc.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,leiden,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
Brain non-myeloid cells - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/66ff82b4-9380-469c-bc4b-cfa08eacd325.cxg/,https://datasets.cellxgene.cziscience.com/0054013c-290b-437e-b98e-642aa77d6ebc.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,louvain,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
Brain non-myeloid cells - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/66ff82b4-9380-469c-bc4b-cfa08eacd325.cxg/,https://datasets.cellxgene.cziscience.com/0054013c-290b-437e-b98e-642aa77d6ebc.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,subtissue,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/f16a8f4d-bc97-43c5-a2f6-bbda952e4c5c.cxg/,https://datasets.cellxgene.cziscience.com/3310476e-ee9d-4179-9446-df5d073f38d8.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,free_annotation,cell types,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/f16a8f4d-bc97-43c5-a2f6-bbda952e4c5c.cxg/,https://datasets.cellxgene.cziscience.com/3310476e-ee9d-4179-9446-df5d073f38d8.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,FACS.selection,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/f16a8f4d-bc97-43c5-a2f6-bbda952e4c5c.cxg/,https://datasets.cellxgene.cziscience.com/3310476e-ee9d-4179-9446-df5d073f38d8.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,age,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/f16a8f4d-bc97-43c5-a2f6-bbda952e4c5c.cxg/,https://datasets.cellxgene.cziscience.com/3310476e-ee9d-4179-9446-df5d073f38d8.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,batch,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/f16a8f4d-bc97-43c5-a2f6-bbda952e4c5c.cxg/,https://datasets.cellxgene.cziscience.com/3310476e-ee9d-4179-9446-df5d073f38d8.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,leiden,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/f16a8f4d-bc97-43c5-a2f6-bbda952e4c5c.cxg/,https://datasets.cellxgene.cziscience.com/3310476e-ee9d-4179-9446-df5d073f38d8.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,louvain,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/f16a8f4d-bc97-43c5-a2f6-bbda952e4c5c.cxg/,https://datasets.cellxgene.cziscience.com/3310476e-ee9d-4179-9446-df5d073f38d8.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,method,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/f16a8f4d-bc97-43c5-a2f6-bbda952e4c5c.cxg/,https://datasets.cellxgene.cziscience.com/3310476e-ee9d-4179-9446-df5d073f38d8.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,subtissue,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/f16a8f4d-bc97-43c5-a2f6-bbda952e4c5c.cxg/,https://datasets.cellxgene.cziscience.com/3310476e-ee9d-4179-9446-df5d073f38d8.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,tissue_FACS_droplet,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/f16a8f4d-bc97-43c5-a2f6-bbda952e4c5c.cxg/,https://datasets.cellxgene.cziscience.com/3310476e-ee9d-4179-9446-df5d073f38d8.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,tissue_free_annotation,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
All - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse,Tabula Muris Senis,https://cellxgene.cziscience.com/e/f16a8f4d-bc97-43c5-a2f6-bbda952e4c5c.cxg/,https://datasets.cellxgene.cziscience.com/3310476e-ee9d-4179-9446-df5d073f38d8.h5ad,https://doi.org/10.1038/s41586-020-2496-1,,T,T,tissue_original,other,abbreviations,,The Tabula Muris Consortium et al. (2020) Nature,https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Normal,Adult
DNA methylation of brain cells -- CG methylation of Inhibitory and Subcortical Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/f0939ae1-0877-42b2-bc0e-3249a42c2c0f.cxg/,https://datasets.cellxgene.cziscience.com/4a04c010-6fc1-440a-8b87-f12fefd5543a.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_MajorType,cell types,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- CG methylation of Inhibitory and Subcortical Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/f0939ae1-0877-42b2-bc0e-3249a42c2c0f.cxg/,https://datasets.cellxgene.cziscience.com/4a04c010-6fc1-440a-8b87-f12fefd5543a.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_SubType,cell types,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- CG methylation of Inhibitory and Subcortical Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/f0939ae1-0877-42b2-bc0e-3249a42c2c0f.cxg/,https://datasets.cellxgene.cziscience.com/4a04c010-6fc1-440a-8b87-f12fefd5543a.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_Region,other,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- CG methylation of Inhibitory and Subcortical Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/f0939ae1-0877-42b2-bc0e-3249a42c2c0f.cxg/,https://datasets.cellxgene.cziscience.com/4a04c010-6fc1-440a-8b87-f12fefd5543a.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_pool,other,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- non-CG methylation of Inhibitory and Subcortical Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/52f0b078-0fb7-4cdb-81f8-d1bcf7b4468b.cxg/,https://datasets.cellxgene.cziscience.com/969408c1-7fdf-4abe-bf6a-9d662e620c16.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_MajorType,cell types,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- non-CG methylation of Inhibitory and Subcortical Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/52f0b078-0fb7-4cdb-81f8-d1bcf7b4468b.cxg/,https://datasets.cellxgene.cziscience.com/969408c1-7fdf-4abe-bf6a-9d662e620c16.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_SubType,cell types,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- non-CG methylation of Inhibitory and Subcortical Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/52f0b078-0fb7-4cdb-81f8-d1bcf7b4468b.cxg/,https://datasets.cellxgene.cziscience.com/969408c1-7fdf-4abe-bf6a-9d662e620c16.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_Region,other,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- non-CG methylation of Inhibitory and Subcortical Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/52f0b078-0fb7-4cdb-81f8-d1bcf7b4468b.cxg/,https://datasets.cellxgene.cziscience.com/969408c1-7fdf-4abe-bf6a-9d662e620c16.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_pool,other,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- non-CG methylation of Excitatory Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/38e5738d-3870-433b-858a-5c364f322439.cxg/,https://datasets.cellxgene.cziscience.com/1c6e54ca-ef0c-4acc-9891-d3b7d2cd7a0e.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_MajorType,cell types,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- non-CG methylation of Excitatory Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/38e5738d-3870-433b-858a-5c364f322439.cxg/,https://datasets.cellxgene.cziscience.com/1c6e54ca-ef0c-4acc-9891-d3b7d2cd7a0e.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_SubType,cell types,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- non-CG methylation of Excitatory Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/38e5738d-3870-433b-858a-5c364f322439.cxg/,https://datasets.cellxgene.cziscience.com/1c6e54ca-ef0c-4acc-9891-d3b7d2cd7a0e.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_Region,other,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- non-CG methylation of Excitatory Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/38e5738d-3870-433b-858a-5c364f322439.cxg/,https://datasets.cellxgene.cziscience.com/1c6e54ca-ef0c-4acc-9891-d3b7d2cd7a0e.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_pool,other,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- CG methylation of Excitatory Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/346c5aad-b034-4248-8cbe-0a05fd634b9c.cxg/,https://datasets.cellxgene.cziscience.com/be497f34-bf74-4cf0-8094-e6f8729b9fa4.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_MajorType,cell types,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- CG methylation of Excitatory Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/346c5aad-b034-4248-8cbe-0a05fd634b9c.cxg/,https://datasets.cellxgene.cziscience.com/be497f34-bf74-4cf0-8094-e6f8729b9fa4.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_SubType,cell types,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- CG methylation of Excitatory Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/346c5aad-b034-4248-8cbe-0a05fd634b9c.cxg/,https://datasets.cellxgene.cziscience.com/be497f34-bf74-4cf0-8094-e6f8729b9fa4.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_Region,other,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- CG methylation of Excitatory Neurons (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/346c5aad-b034-4248-8cbe-0a05fd634b9c.cxg/,https://datasets.cellxgene.cziscience.com/be497f34-bf74-4cf0-8094-e6f8729b9fa4.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_pool,other,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- CG methylation of Non-neuronal Cells (snm3C-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/d6f3c096-a6f0-4e67-91ad-514bd286f13e.cxg/,https://datasets.cellxgene.cziscience.com/a31264ed-a890-4409-9d93-cfb5e9cfcc71.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_MajorType,cell types,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- CG methylation of Non-neuronal Cells (snm3C-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/d6f3c096-a6f0-4e67-91ad-514bd286f13e.cxg/,https://datasets.cellxgene.cziscience.com/a31264ed-a890-4409-9d93-cfb5e9cfcc71.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_SubType,cell types,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- CG methylation of Non-neuronal Cells (snm3C-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/d6f3c096-a6f0-4e67-91ad-514bd286f13e.cxg/,https://datasets.cellxgene.cziscience.com/a31264ed-a890-4409-9d93-cfb5e9cfcc71.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_Region,other,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- CG methylation of Non-neuronal Cells (snm3C-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/d6f3c096-a6f0-4e67-91ad-514bd286f13e.cxg/,https://datasets.cellxgene.cziscience.com/a31264ed-a890-4409-9d93-cfb5e9cfcc71.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_pool,other,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- non-CG methylation of Non-neuronal Cells (snm3C-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/8f83f50e-c091-4095-8456-a7acf6c9d423.cxg/,https://datasets.cellxgene.cziscience.com/781d308e-69cc-4129-8c2f-b370091a8cab.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_MajorType,cell types,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- non-CG methylation of Non-neuronal Cells (snm3C-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/8f83f50e-c091-4095-8456-a7acf6c9d423.cxg/,https://datasets.cellxgene.cziscience.com/781d308e-69cc-4129-8c2f-b370091a8cab.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_SubType,cell types,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- non-CG methylation of Non-neuronal Cells (snm3C-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/8f83f50e-c091-4095-8456-a7acf6c9d423.cxg/,https://datasets.cellxgene.cziscience.com/781d308e-69cc-4129-8c2f-b370091a8cab.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_Region,other,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- non-CG methylation of Non-neuronal Cells (snm3C-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/8f83f50e-c091-4095-8456-a7acf6c9d423.cxg/,https://datasets.cellxgene.cziscience.com/781d308e-69cc-4129-8c2f-b370091a8cab.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_pool,other,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- CG methylation of Non-neuronal Cells (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/0500e103-38db-456d-9c3f-b96b8a693ab2.cxg/,https://datasets.cellxgene.cziscience.com/a991b447-9473-4978-b2bd-190cf4a26825.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_MajorType,cell types,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
DNA methylation of brain cells -- CG methylation of Non-neuronal Cells (snmC-seq),Single-Cell DNA Methylation and 3D Genome Human Brain Atlas,https://cellxgene.cziscience.com/e/0500e103-38db-456d-9c3f-b96b8a693ab2.cxg/,https://datasets.cellxgene.cziscience.com/a991b447-9473-4978-b2bd-190cf4a26825.h5ad,https://doi.org/10.1126/science.adf5357,,T,T,_Region,other,abbreviations,,Tian et al. (2023) Science,https://cellxgene.cziscience.com/collections/fdebfda9-bb9a-4b4b-97e5-651097ea07b0,Normal,Adult
