Dataset (indv datasets within larger group),Full name dataset (top of page),CxG Link,h5ad link,Reference_DOI,Bionetworks reference,Standard category present? (T/F),Standard category cell_type present? (T/F),Author Category Cell Type Field Name,Content,Value type(s),Notes,Study Short Name,CxG Dataset Collection X,Is the dataset Normal or Normal/Diseased,Stage
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,pool,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,pool_clust ,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,pool_well,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,pulmonary_infectiom ,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,race,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,respiratory_support,Other ,abbreviations,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,repiratory_support_D0,Other ,"normal, abbreviations",,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,timepoint,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,Type I interferon autoantibodies are associated with systemic immune alterations in patients with COVID-19,https://cellxgene.cziscience.com/e/01ad3cd7-3929-4654-84c0-6db05bd5fd59.cxg/,https://datasets.cellxgene.cziscience.com/504b7a5b-689b-4a0f-b7e0-02fe50a62dd5.h5ad,DOI: 10.1126/scitranslmed.abh2624,T,T,T,well,Other ,normal,,van der Wijst et al. (2021) Sci. Transl. Med.,https://cellxgene.cziscience.com/collections/7d7cabfd-1d1f-40af-96b7-26a0825a306d,Disease,Adult
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/96a3f64b-0ee9-40d8-91e9-813ce38261c9.cxg/,https://datasets.cellxgene.cziscience.com/95e49c50-3411-45f1-8c78-eb4732af7563.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Cell.class,Cell types,"normal,abbr",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/96a3f64b-0ee9-40d8-91e9-813ce38261c9.cxg/,https://datasets.cellxgene.cziscience.com/95e49c50-3411-45f1-8c78-eb4732af7563.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Cell.group,Cell types,"normal,abbr",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/96a3f64b-0ee9-40d8-91e9-813ce38261c9.cxg/,https://datasets.cellxgene.cziscience.com/95e49c50-3411-45f1-8c78-eb4732af7563.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Lineage,Cell types,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/96a3f64b-0ee9-40d8-91e9-813ce38261c9.cxg/,https://datasets.cellxgene.cziscience.com/95e49c50-3411-45f1-8c78-eb4732af7563.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,COVID-19 Condition ,Other ,"normal, abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/96a3f64b-0ee9-40d8-91e9-813ce38261c9.cxg/,https://datasets.cellxgene.cziscience.com/95e49c50-3411-45f1-8c78-eb4732af7563.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Dataset,Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/96a3f64b-0ee9-40d8-91e9-813ce38261c9.cxg/,https://datasets.cellxgene.cziscience.com/95e49c50-3411-45f1-8c78-eb4732af7563.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,age(y),Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/96a3f64b-0ee9-40d8-91e9-813ce38261c9.cxg/,https://datasets.cellxgene.cziscience.com/95e49c50-3411-45f1-8c78-eb4732af7563.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,disease_general,Other ,"normal,abbreviation ",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/96a3f64b-0ee9-40d8-91e9-813ce38261c9.cxg/,https://datasets.cellxgene.cziscience.com/95e49c50-3411-45f1-8c78-eb4732af7563.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,disease_original,Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/96a3f64b-0ee9-40d8-91e9-813ce38261c9.cxg/,https://datasets.cellxgene.cziscience.com/95e49c50-3411-45f1-8c78-eb4732af7563.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,sample,Other ,abbreviations,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/bc2a7b3d-f04e-477e-96c9-9d5367d5425c.cxg/,https://datasets.cellxgene.cziscience.com/e3455539-ccd5-46fa-9363-9cff2a341eec.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,Cell.class,Cell types,"normal,abbr",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/bc2a7b3d-f04e-477e-96c9-9d5367d5425c.cxg/,https://datasets.cellxgene.cziscience.com/e3455539-ccd5-46fa-9363-9cff2a341eec.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,Cell.group,Cell types,"normal,abbr",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/bc2a7b3d-f04e-477e-96c9-9d5367d5425c.cxg/,https://datasets.cellxgene.cziscience.com/e3455539-ccd5-46fa-9363-9cff2a341eec.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,Lineage,Cell types,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/bc2a7b3d-f04e-477e-96c9-9d5367d5425c.cxg/,https://datasets.cellxgene.cziscience.com/e3455539-ccd5-46fa-9363-9cff2a341eec.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,COVID-19 Condition ,Other ,"normal, abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/bc2a7b3d-f04e-477e-96c9-9d5367d5425c.cxg/,https://datasets.cellxgene.cziscience.com/e3455539-ccd5-46fa-9363-9cff2a341eec.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,Dataset,Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/bc2a7b3d-f04e-477e-96c9-9d5367d5425c.cxg/,https://datasets.cellxgene.cziscience.com/e3455539-ccd5-46fa-9363-9cff2a341eec.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,age(y),Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/bc2a7b3d-f04e-477e-96c9-9d5367d5425c.cxg/,https://datasets.cellxgene.cziscience.com/e3455539-ccd5-46fa-9363-9cff2a341eec.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,disease_general,Other ,"normal,abbreviation ",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/bc2a7b3d-f04e-477e-96c9-9d5367d5425c.cxg/,https://datasets.cellxgene.cziscience.com/e3455539-ccd5-46fa-9363-9cff2a341eec.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,disease_original,Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/bc2a7b3d-f04e-477e-96c9-9d5367d5425c.cxg/,https://datasets.cellxgene.cziscience.com/e3455539-ccd5-46fa-9363-9cff2a341eec.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,sample,Other ,abbreviations,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Schulte-Schrepping et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/5e717147-0f75-4de1-8bd2-6fda01b8d75f.cxg/,https://datasets.cellxgene.cziscience.com/ab149f9b-8fda-414a-a312-69279695f342.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Cell.class_reannotated,Cell type,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Schulte-Schrepping et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/5e717147-0f75-4de1-8bd2-6fda01b8d75f.cxg/,https://datasets.cellxgene.cziscience.com/ab149f9b-8fda-414a-a312-69279695f342.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Cell.group,Cell type,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Schulte-Schrepping et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/5e717147-0f75-4de1-8bd2-6fda01b8d75f.cxg/,https://datasets.cellxgene.cziscience.com/ab149f9b-8fda-414a-a312-69279695f342.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,cluster_labels_res.0.4,Cell types,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Schulte-Schrepping et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/5e717147-0f75-4de1-8bd2-6fda01b8d75f.cxg/,https://datasets.cellxgene.cziscience.com/ab149f9b-8fda-414a-a312-69279695f342.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Lineage,Cell types,"normal, abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Schulte-Schrepping et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/5e717147-0f75-4de1-8bd2-6fda01b8d75f.cxg/,https://datasets.cellxgene.cziscience.com/ab149f9b-8fda-414a-a312-69279695f342.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,sample,Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Schulte-Schrepping et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/5e717147-0f75-4de1-8bd2-6fda01b8d75f.cxg/,https://datasets.cellxgene.cziscience.com/ab149f9b-8fda-414a-a312-69279695f342.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,COVID-19 Condition ,Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Schulte-Schrepping et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/5e717147-0f75-4de1-8bd2-6fda01b8d75f.cxg/,https://datasets.cellxgene.cziscience.com/ab149f9b-8fda-414a-a312-69279695f342.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,COVID.19.related_medication_and_anti.microbialstion_and_anti.,Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Schulte-Schrepping et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/5e717147-0f75-4de1-8bd2-6fda01b8d75f.cxg/,https://datasets.cellxgene.cziscience.com/ab149f9b-8fda-414a-a312-69279695f342.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Cohort,Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Schulte-Schrepping et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/5e717147-0f75-4de1-8bd2-6fda01b8d75f.cxg/,https://datasets.cellxgene.cziscience.com/ab149f9b-8fda-414a-a312-69279695f342.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,age,Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Schulte-Schrepping et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/5e717147-0f75-4de1-8bd2-6fda01b8d75f.cxg/,https://datasets.cellxgene.cziscience.com/ab149f9b-8fda-414a-a312-69279695f342.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,disease_general,Other ,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Schulte-Schrepping et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/5e717147-0f75-4de1-8bd2-6fda01b8d75f.cxg/,https://datasets.cellxgene.cziscience.com/ab149f9b-8fda-414a-a312-69279695f342.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,disease_original ,Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/db0752b9-f20e-40b8-8997-992f3ae0bb2e.cxg/,https://datasets.cellxgene.cziscience.com/1b5ca92f-555d-4bf8-97eb-a462a80818ee.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,COVID-19 Condition ,Other ,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/db0752b9-f20e-40b8-8997-992f3ae0bb2e.cxg/,https://datasets.cellxgene.cziscience.com/1b5ca92f-555d-4bf8-97eb-a462a80818ee.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,Dataset,Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/db0752b9-f20e-40b8-8997-992f3ae0bb2e.cxg/,https://datasets.cellxgene.cziscience.com/1b5ca92f-555d-4bf8-97eb-a462a80818ee.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,age(y),Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/db0752b9-f20e-40b8-8997-992f3ae0bb2e.cxg/,https://datasets.cellxgene.cziscience.com/1b5ca92f-555d-4bf8-97eb-a462a80818ee.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,disease_general ,Other ,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/db0752b9-f20e-40b8-8997-992f3ae0bb2e.cxg/,https://datasets.cellxgene.cziscience.com/1b5ca92f-555d-4bf8-97eb-a462a80818ee.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,disease_original,Other ,normal,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/db0752b9-f20e-40b8-8997-992f3ae0bb2e.cxg/,https://datasets.cellxgene.cziscience.com/1b5ca92f-555d-4bf8-97eb-a462a80818ee.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,sample,Other ,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/db0752b9-f20e-40b8-8997-992f3ae0bb2e.cxg/,https://datasets.cellxgene.cziscience.com/1b5ca92f-555d-4bf8-97eb-a462a80818ee.h5ad,DOI:10.1016/j.isci.2021.103116,T,T,T,sub_cluster,Other ,abbreviations,,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/59b69042-47c2-47fd-ad03-d21beb99818f.cxg/,https://datasets.cellxgene.cziscience.com/1ff3a755-f3ae-41d2-95eb-b7dab87e7a09.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Cell.class_reannotated,Cell types,"normal,abbreviations",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,https://cellxgene.cziscience.com/e/59b69042-47c2-47fd-ad03-d21beb99818f.cxg/,https://datasets.cellxgene.cziscience.com/1ff3a755-f3ae-41d2-95eb-b7dab87e7a09.h5ad,DOI:10.1016/j.isci.2021.103115,T,T,T,Cell.group,Cell types,"normal,abbreviations ",,Jin et al. (2021) iScience,https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,Disease,Adult
