Dataset (indv datasets within larger group),Full name dataset (top of page),CxG Link,h5ad link,Reference_DOI,Bionetworks reference,Standard category present? (T/F),Standard category cell_type present? (T/F),Author Category Cell Type Field Name,Content,Value type(s),Notes,Study Short Name,CxG Dataset Collection X,Is the dataset Normal or Normal/Diseased,Stage
PBMC,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/2a498ace-872a-4935-984b-1afa70fd9886.cxg/,https://datasets.cellxgene.cziscience.com/926a6acd-6555-4d55-9ba5-6927c9884e96.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,Group,Other ,normal ,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
PBMC,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/2a498ace-872a-4935-984b-1afa70fd9886.cxg/,https://datasets.cellxgene.cziscience.com/926a6acd-6555-4d55-9ba5-6927c9884e96.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,Smoker,Other ,normal ,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
PBMC,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/2a498ace-872a-4935-984b-1afa70fd9886.cxg/,https://datasets.cellxgene.cziscience.com/926a6acd-6555-4d55-9ba5-6927c9884e96.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,sample_id,Other ,normal ,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
PBMC,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/2a498ace-872a-4935-984b-1afa70fd9886.cxg/,https://datasets.cellxgene.cziscience.com/926a6acd-6555-4d55-9ba5-6927c9884e96.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,sequencing_library,Other ,normal ,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
Airway ,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/edc8d3fe-153c-4e3d-8be0-2108d30f8d70.cxg/,https://datasets.cellxgene.cziscience.com/d901fc14-c0a0-432e-9531-8c1effc7cf86.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,Cell_type_annotation_level1,Cell types,abbreviations,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
Airway ,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/edc8d3fe-153c-4e3d-8be0-2108d30f8d70.cxg/,https://datasets.cellxgene.cziscience.com/d901fc14-c0a0-432e-9531-8c1effc7cf86.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,Cell_type_annotation_level2,Cell types,abbreviations,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
Airway ,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/edc8d3fe-153c-4e3d-8be0-2108d30f8d70.cxg/,https://datasets.cellxgene.cziscience.com/d901fc14-c0a0-432e-9531-8c1effc7cf86.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,Cell_type_annotation_level3 ,Cell types,abbreviations,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
Airway ,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/edc8d3fe-153c-4e3d-8be0-2108d30f8d70.cxg/,https://datasets.cellxgene.cziscience.com/d901fc14-c0a0-432e-9531-8c1effc7cf86.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,COVID_severity ,Other ,normal ,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
Airway ,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/edc8d3fe-153c-4e3d-8be0-2108d30f8d70.cxg/,https://datasets.cellxgene.cziscience.com/d901fc14-c0a0-432e-9531-8c1effc7cf86.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,COVID_status,Other ,normal ,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
Airway ,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/edc8d3fe-153c-4e3d-8be0-2108d30f8d70.cxg/,https://datasets.cellxgene.cziscience.com/d901fc14-c0a0-432e-9531-8c1effc7cf86.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,Ethnicity_inferred,Other ,abbreviations,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
Airway ,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/edc8d3fe-153c-4e3d-8be0-2108d30f8d70.cxg/,https://datasets.cellxgene.cziscience.com/d901fc14-c0a0-432e-9531-8c1effc7cf86.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,First_symptoms_collection_interval ,Other ,normal ,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
Airway ,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/edc8d3fe-153c-4e3d-8be0-2108d30f8d70.cxg/,https://datasets.cellxgene.cziscience.com/d901fc14-c0a0-432e-9531-8c1effc7cf86.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,First_symptoms_hospitalisation_interval ,Other ,normal ,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
Airway ,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/edc8d3fe-153c-4e3d-8be0-2108d30f8d70.cxg/,https://datasets.cellxgene.cziscience.com/d901fc14-c0a0-432e-9531-8c1effc7cf86.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,Group ,Other ,"normal, abbreviations",,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
Airway ,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/edc8d3fe-153c-4e3d-8be0-2108d30f8d70.cxg/,https://datasets.cellxgene.cziscience.com/d901fc14-c0a0-432e-9531-8c1effc7cf86.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,Kit_version,Other ,normal ,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
Airway ,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/edc8d3fe-153c-4e3d-8be0-2108d30f8d70.cxg/,https://datasets.cellxgene.cziscience.com/d901fc14-c0a0-432e-9531-8c1effc7cf86.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,Positive_test_collection_interval ,Other ,normal ,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
Airway ,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/edc8d3fe-153c-4e3d-8be0-2108d30f8d70.cxg/,https://datasets.cellxgene.cziscience.com/d901fc14-c0a0-432e-9531-8c1effc7cf86.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,Smoker,Other ,normal ,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
Airway ,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/edc8d3fe-153c-4e3d-8be0-2108d30f8d70.cxg/,https://datasets.cellxgene.cziscience.com/d901fc14-c0a0-432e-9531-8c1effc7cf86.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,batch ,Other ,normal ,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
Airway ,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://cellxgene.cziscience.com/e/edc8d3fe-153c-4e3d-8be0-2108d30f8d70.cxg/,https://datasets.cellxgene.cziscience.com/d901fc14-c0a0-432e-9531-8c1effc7cf86.h5ad,DOI: 10.1038/s41586-021-04345-x,T,T,T,dataset,Other ,normal,,Yoshida et al. (2022) Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,Disease,Both 
Mature kidney dataset: full ,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/9ea768a2-87ab-46b6-a73d-c4e915f25af3.cxg/,https://datasets.cellxgene.cziscience.com/1523a519-375a-4cea-9456-d493e1a6d46b.h5ad,DOI: 10.1126/science.aat503,T,T,T,author_cell_type,Cell types,"normal, abbreviations",referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Adult
Mature kidney dataset: full ,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/9ea768a2-87ab-46b6-a73d-c4e915f25af3.cxg/,https://datasets.cellxgene.cziscience.com/1523a519-375a-4cea-9456-d493e1a6d46b.h5ad,DOI: 10.1126/science.aat503,T,T,T,broad_celltype,Cell types,"normal, abbreviations ",referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Adult
Mature kidney dataset: full ,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/9ea768a2-87ab-46b6-a73d-c4e915f25af3.cxg/,https://datasets.cellxgene.cziscience.com/1523a519-375a-4cea-9456-d493e1a6d46b.h5ad,DOI: 10.1126/science.aat503,T,T,T,Experiment,Other ,abbreviations,referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Adult
Mature kidney dataset: full ,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/9ea768a2-87ab-46b6-a73d-c4e915f25af3.cxg/,https://datasets.cellxgene.cziscience.com/1523a519-375a-4cea-9456-d493e1a6d46b.h5ad,DOI: 10.1126/science.aat503,T,T,T,Project ,Other,normal,referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Adult
Mature kidney dataset: full ,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/9ea768a2-87ab-46b6-a73d-c4e915f25af3.cxg/,https://datasets.cellxgene.cziscience.com/1523a519-375a-4cea-9456-d493e1a6d46b.h5ad,DOI: 10.1126/science.aat503,T,T,T,Short_Sample,Other,normal ,referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Adult
Mature kidney dataset: full ,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/9ea768a2-87ab-46b6-a73d-c4e915f25af3.cxg/,https://datasets.cellxgene.cziscience.com/1523a519-375a-4cea-9456-d493e1a6d46b.h5ad,DOI: 10.1126/science.aat503,T,T,T,cell_state,Other ,"normal, abbreviation ",referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Adult
Mature kidney dataset: full ,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/9ea768a2-87ab-46b6-a73d-c4e915f25af3.cxg/,https://datasets.cellxgene.cziscience.com/1523a519-375a-4cea-9456-d493e1a6d46b.h5ad,DOI: 10.1126/science.aat503,T,T,T,compartment,Other ,"normal, abbreviations ",referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Adult
Mature kidney dataset: full ,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/9ea768a2-87ab-46b6-a73d-c4e915f25af3.cxg/,https://datasets.cellxgene.cziscience.com/1523a519-375a-4cea-9456-d493e1a6d46b.h5ad,DOI: 10.1126/science.aat503,T,T,T,donor_age,Other,normal,referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Adult
Mature kidney dataset: full ,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/9ea768a2-87ab-46b6-a73d-c4e915f25af3.cxg/,https://datasets.cellxgene.cziscience.com/1523a519-375a-4cea-9456-d493e1a6d46b.h5ad,DOI: 10.1126/science.aat503,T,T,T,library_uuid,Other,"normal, abbreviations",referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Adult
Mature kidney dataset: full ,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/9ea768a2-87ab-46b6-a73d-c4e915f25af3.cxg/,https://datasets.cellxgene.cziscience.com/1523a519-375a-4cea-9456-d493e1a6d46b.h5ad,DOI: 10.1126/science.aat503,T,T,T,reported_diseases,Other ,normal,referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Adult
Mature kidney dataset: full ,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/9ea768a2-87ab-46b6-a73d-c4e915f25af3.cxg/,https://datasets.cellxgene.cziscience.com/1523a519-375a-4cea-9456-d493e1a6d46b.h5ad,DOI: 10.1126/science.aat503,T,T,T,sample_uuid,Other ,normal ,referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Adult
Mature kidney dataset: full ,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/9ea768a2-87ab-46b6-a73d-c4e915f25af3.cxg/,https://datasets.cellxgene.cziscience.com/1523a519-375a-4cea-9456-d493e1a6d46b.h5ad,DOI: 10.1126/science.aat503,T,T,T,suspension_uuid,Other,"normal, abbreviations ",referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Adult
Fetal kidney dataset: full,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.cxg/,https://datasets.cellxgene.cziscience.com/db34a663-a726-4404-9b50-bad19c607d0b.h5ad,DOI: 10.1126/science.aat503,T,T,T,author_cell_type,Cell types ,"normal, abbreviations",referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Development
Fetal kidney dataset: full,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.cxg/,https://datasets.cellxgene.cziscience.com/db34a663-a726-4404-9b50-bad19c607d0b.h5ad,DOI: 10.1126/science.aat503,T,T,T,cell_state,Cell types,"normal, abbreviations ",referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Development
Fetal kidney dataset: full,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.cxg/,https://datasets.cellxgene.cziscience.com/db34a663-a726-4404-9b50-bad19c607d0b.h5ad,DOI: 10.1126/science.aat503,T,T,T,Experiment,Other,normal,referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Development
Fetal kidney dataset: full,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.cxg/,https://datasets.cellxgene.cziscience.com/db34a663-a726-4404-9b50-bad19c607d0b.h5ad,DOI: 10.1126/science.aat503,T,T,T,Selection ,Other,"normal, abbreviations",referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Development
Fetal kidney dataset: full,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.cxg/,https://datasets.cellxgene.cziscience.com/db34a663-a726-4404-9b50-bad19c607d0b.h5ad,DOI: 10.1126/science.aat503,T,T,T,Short_Sample,Other,"normal, abbreviations",referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Development
Fetal kidney dataset: full,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.cxg/,https://datasets.cellxgene.cziscience.com/db34a663-a726-4404-9b50-bad19c607d0b.h5ad,DOI: 10.1126/science.aat503,T,T,T,compartment,Other,normal ,referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Development
Fetal kidney dataset: full,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.cxg/,https://datasets.cellxgene.cziscience.com/db34a663-a726-4404-9b50-bad19c607d0b.h5ad,DOI: 10.1126/science.aat503,T,T,T,library_uuid,Other,"normal, abbreviations",referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Development
Fetal kidney dataset: full,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.cxg/,https://datasets.cellxgene.cziscience.com/db34a663-a726-4404-9b50-bad19c607d0b.h5ad,DOI: 10.1126/science.aat503,T,T,T,sample_uuid,Other,"normal, abbreviations",referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Development
Fetal kidney dataset: full,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.cxg/,https://datasets.cellxgene.cziscience.com/db34a663-a726-4404-9b50-bad19c607d0b.h5ad,DOI: 10.1126/science.aat503,T,T,T,suspension_depletion_factors ,Other,"normal, abbreviations",referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Development
Fetal kidney dataset: full,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.cxg/,https://datasets.cellxgene.cziscience.com/db34a663-a726-4404-9b50-bad19c607d0b.h5ad,DOI: 10.1126/science.aat503,T,T,T,suspension_enriched_cell_types ,Other,normal,referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Development
Fetal kidney dataset: full,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.cxg/,https://datasets.cellxgene.cziscience.com/db34a663-a726-4404-9b50-bad19c607d0b.h5ad,DOI: 10.1126/science.aat503,T,T,T,suspension_enrichment_factors ,Other,abbreviations,referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Development
Fetal kidney dataset: full,Spatiotemporal immune zonation of the human kidney,https://cellxgene.cziscience.com/e/d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.cxg/,https://datasets.cellxgene.cziscience.com/db34a663-a726-4404-9b50-bad19c607d0b.h5ad,DOI: 10.1126/science.aat503,T,T,T,suspension_uuid,Other,"normal, abbreviations",referrred to as AIDA_pilot in HCAIT excel ,Stewart et al. (2019) Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,Normal,Development
