Dataset (indv datasets within larger group),Full name dataset (top of page),CxG Link,h5ad link,Reference_DOI,Bionetworks reference,Standard category present? (T/F),Standard category cell_type present? (T/F),Author Category Cell Type Field Name,Content,Value type(s),Notes,Study Short Name,CxG Dataset Collection X,Is the dataset Normal or Normal/Diseased,Stage
A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,https://cellxgene.cziscience.com/e/019c7af2-c827-4454-9970-44d5e39ce068.cxg/,https://datasets.cellxgene.cziscience.com/b1ff0e05-486e-4569-92c7-d9100c833a03.h5ad,DOI: 10.1016/j.jcmgh.2022.02.007,T,T,T,BMI,Other,normal,,Burclaff et al. (2022) CMGH,https://cellxgene.cziscience.com/collections/64b24fda-6591-4ce1-89e7-33eb6c43ad7b,Normal,Adult
A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,https://cellxgene.cziscience.com/e/019c7af2-c827-4454-9970-44d5e39ce068.cxg/,https://datasets.cellxgene.cziscience.com/b1ff0e05-486e-4569-92c7-d9100c833a03.h5ad,DOI: 10.1016/j.jcmgh.2022.02.007,T,T,T,batch,Other,normal,,Burclaff et al. (2022) CMGH,https://cellxgene.cziscience.com/collections/64b24fda-6591-4ce1-89e7-33eb6c43ad7b,Normal,Adult
A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,https://cellxgene.cziscience.com/e/019c7af2-c827-4454-9970-44d5e39ce068.cxg/,https://datasets.cellxgene.cziscience.com/b1ff0e05-486e-4569-92c7-d9100c833a03.h5ad,DOI: 10.1016/j.jcmgh.2022.02.007,T,T,T,cds,Other,normal,,Burclaff et al. (2022) CMGH,https://cellxgene.cziscience.com/collections/64b24fda-6591-4ce1-89e7-33eb6c43ad7b,Normal,Adult
A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,https://cellxgene.cziscience.com/e/019c7af2-c827-4454-9970-44d5e39ce068.cxg/,https://datasets.cellxgene.cziscience.com/b1ff0e05-486e-4569-92c7-d9100c833a03.h5ad,DOI: 10.1016/j.jcmgh.2022.02.007,T,T,T,donor_region,Other,abbreviations,,Burclaff et al. (2022) CMGH,https://cellxgene.cziscience.com/collections/64b24fda-6591-4ce1-89e7-33eb6c43ad7b,Normal,Adult
A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,https://cellxgene.cziscience.com/e/019c7af2-c827-4454-9970-44d5e39ce068.cxg/,https://datasets.cellxgene.cziscience.com/b1ff0e05-486e-4569-92c7-d9100c833a03.h5ad,DOI: 10.1016/j.jcmgh.2022.02.007,T,T,T,hash_cluster,Other,normal,,Burclaff et al. (2022) CMGH,https://cellxgene.cziscience.com/collections/64b24fda-6591-4ce1-89e7-33eb6c43ad7b,Normal,Adult
A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,https://cellxgene.cziscience.com/e/019c7af2-c827-4454-9970-44d5e39ce068.cxg/,https://datasets.cellxgene.cziscience.com/b1ff0e05-486e-4569-92c7-d9100c833a03.h5ad,DOI: 10.1016/j.jcmgh.2022.02.007,T,T,T,hash_label,Other,abbreviations,,Burclaff et al. (2022) CMGH,https://cellxgene.cziscience.com/collections/64b24fda-6591-4ce1-89e7-33eb6c43ad7b,Normal,Adult
A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,https://cellxgene.cziscience.com/e/019c7af2-c827-4454-9970-44d5e39ce068.cxg/,https://datasets.cellxgene.cziscience.com/b1ff0e05-486e-4569-92c7-d9100c833a03.h5ad,DOI: 10.1016/j.jcmgh.2022.02.007,T,T,T,phase,Other,abbreviations,,Burclaff et al. (2022) CMGH,https://cellxgene.cziscience.com/collections/64b24fda-6591-4ce1-89e7-33eb6c43ad7b,Normal,Adult
3-prime FGID data,Pediatric FGID lamina propria of ileum biopsies.,https://cellxgene.cziscience.com/e/6ceeaa86-9ceb-4582-b390-6d4dd6ff0572.cxg/,https://datasets.cellxgene.cziscience.com/d88ee9bc-db24-4057-af22-c42a790a3780.h5ad,DOI: 10.1101/2021.09.17.21263540,T,T,T,,,,Author uses standard categories only,Zheng et al. (2021) medRxiv,https://cellxgene.cziscience.com/collections/a064d795-3b77-44ae-9fb5-beb57c567443,Disease,Development
Helmsley_gut_cell_pediatric,Helmsley Gut Cell Atlas,https://cellxgene.cziscience.com/e/5d4415d1-cfcd-4b43-b2b2-138b5afd68af.cxg/,https://datasets.cellxgene.cziscience.com/b1b7e4e0-d31d-47f5-ad35-1181fe2647d7.h5ad,NA,T,T,T,sample_id,Other,Abbreviations,"Private, unpublished karakasheva",,https://cellxgene.cziscience.com/collections/3b8b7fec-ed65-4483-9579-9f98f5a93a74,Normal,Development
Helmsley_gut_cell_adult,Helmsley Gut Cell Atlas,https://cellxgene.cziscience.com/e/944dedde-03e5-456d-996d-7250f7247b85.cxg/,https://datasets.cellxgene.cziscience.com/3006a39e-5be2-477a-b18f-13d8cd6a0194.h5ad,NA,T,T,T,sample_id,Other,Abbreviations,"Private, unpublished karakasheva",,https://cellxgene.cziscience.com/collections/3b8b7fec-ed65-4483-9579-9f98f5a93a74,Normal,Adult
